Target_genes	ELK1|Average	SRX2424218|A549	SRX2424219|A549	SRX4637892|Dermal_fibroblast	SRX4637894|Dermal_fibroblast	SRX150425|GM12878	SRX028646|HeLa	SRX150406|HeLa	SRX10475061|Hep_G2	SRX10475062|Hep_G2	SRX2424280|IMR-90	SRX2424281|IMR-90	SRX186625|K-562	SRX2423865|MCF-7	SRX2423866|MCF-7	STRING
AK6	37.785714	0	0	0	0	178	0	129	0	0	0	0	0	222	0	0
UMPS	37.714286	0	0	0	0	238	0	192	0	98	0	0	0	0	0	0
NELFCD	37.642857	0	0	0	0	83	0	0	0	0	0	0	0	444	0	0
MPV17	37.642857	0	0	0	0	125	0	0	109	105	0	0	0	188	0	0
GBA	37.642857	0	0	0	0	208	0	220	0	0	0	0	99	0	0	0
CC2D1A	37.642857	0	0	0	0	0	0	137	92	76	0	0	0	222	0	0
C19orf57	37.642857	0	0	0	0	0	0	137	92	76	0	0	0	222	0	0
ZNF850	37.571429	0	0	0	0	68	0	0	0	0	0	0	0	250	208	0
ERGIC3	37.571429	0	0	0	0	0	0	84	0	115	0	0	0	327	0	0
CLPX	37.571429	0	0	0	0	180	0	192	0	0	0	0	0	154	0	0
PPM1G	37.500000	0	0	0	0	98	0	182	0	98	0	0	0	147	0	0
HMGA1	37.500000	0	0	0	0	0	0	0	309	216	0	0	0	0	0	0
DDX23	37.500000	0	0	0	0	243	0	142	0	0	0	0	0	140	0	0
TIMM22	37.428571	0	0	0	0	115	0	153	0	174	0	0	0	82	0	0
EXD1	37.428571	0	0	0	0	98	0	89	171	166	0	0	0	0	0	0
CHP1	37.428571	0	0	0	0	98	0	89	171	166	0	0	0	0	0	0
HSPB6	37.285714	0	0	0	0	0	0	0	0	0	0	0	0	522	0	0
WDR3	37.142857	0	0	0	0	83	0	280	0	0	0	0	0	157	0	0
TEN1	37.142857	0	0	0	0	84	0	119	0	144	0	0	0	173	0	0
RPTOR	37.142857	0	0	0	0	116	0	159	142	103	0	0	0	0	0	0
R3HCC1L	37.142857	0	0	0	0	143	0	242	0	0	0	0	0	135	0	0
PPIA	37.142857	0	0	0	0	381	0	0	0	0	0	0	139	0	0	0
POLR1H	37.142857	0	0	0	0	109	0	207	73	131	0	0	0	0	0	0
NUP133	37.142857	0	0	0	0	179	0	89	0	145	0	0	0	107	0	0
IARS1	37.142857	0	0	0	0	68	0	99	117	236	0	0	0	0	0	0
GDAP2	37.142857	0	0	0	0	83	0	280	0	0	0	0	0	157	0	0
ACOX1	37.142857	0	0	0	0	84	0	119	0	144	0	0	0	173	0	0
WDR93	37.071429	0	0	0	0	0	102	175	0	0	0	0	0	242	0	0
SLC39A7	37.071429	0	0	0	0	196	0	188	0	0	0	0	135	0	0	0
RXRB	37.071429	0	0	0	0	196	0	188	0	0	0	0	135	0	0	0
PEX11A	37.071429	0	0	0	0	0	102	175	0	0	0	0	0	242	0	0
CDKAL1	37.071429	0	0	0	0	187	0	219	0	113	0	0	0	0	0	0
PFDN5	37.000000	0	0	0	0	232	0	166	0	120	0	0	0	0	0	0
YBX1	36.928571	0	0	0	0	120	0	157	0	0	0	0	90	150	0	0
ELAVL1	36.928571	0	0	0	0	131	0	114	0	0	0	0	0	272	0	0
WDCP	36.857143	0	0	0	0	0	0	138	107	86	0	0	0	185	0	0
UPF2	36.857143	0	0	0	0	207	0	0	0	0	0	0	0	309	0	0
TBK1	36.857143	0	0	0	0	0	0	199	0	86	0	0	0	231	0	0
NUDT13	36.857143	0	0	0	0	164	0	157	0	195	0	0	0	0	0	0
HINT3	36.857143	0	0	0	0	131	0	244	0	141	0	0	0	0	0	0
CBWD1	36.857143	0	0	0	0	0	0	0	104	203	0	0	0	0	209	0
ZZEF1	36.785714	0	0	0	0	91	0	231	0	0	0	0	0	193	0	0
MAZ	36.785714	0	0	0	0	160	0	0	0	178	0	0	0	177	0	0
CYB5D2	36.785714	0	0	0	0	91	0	231	0	0	0	0	0	193	0	0
ZNF776	36.714286	0	0	0	0	203	0	118	0	0	0	0	193	0	0	0
RNF214	36.714286	0	0	0	0	0	0	169	0	76	0	0	126	143	0	0
PCSK7	36.714286	0	0	0	0	0	0	169	0	76	0	0	126	143	0	0
GTF2H4	36.714286	0	0	0	0	210	0	0	0	114	0	0	0	190	0	0
GNA12	36.714286	0	0	0	0	132	0	101	0	0	0	0	0	281	0	0
CLPB	36.714286	0	0	0	0	154	0	153	0	0	0	0	0	207	0	0
ATXN2L	36.714286	0	0	0	0	171	0	130	101	112	0	0	0	0	0	0
VPS37C	36.642857	0	0	0	0	110	0	191	0	0	0	0	0	212	0	0
TNRC6B	36.642857	0	0	0	0	334	0	179	0	0	0	0	0	0	0	0
MED4	36.642857	0	0	0	0	251	0	170	0	92	0	0	0	0	0	0
KDM2A	36.571429	0	0	0	0	84	0	160	148	0	0	0	0	120	0	0
GOLGA7	36.571429	0	0	0	0	154	0	150	0	0	0	0	0	208	0	0
C10orf143	36.571429	0	0	0	0	133	0	124	0	95	0	0	0	160	0	0
ATP6V0A2	36.571429	0	0	0	0	193	0	205	0	114	0	0	0	0	0	0
TOB2	36.500000	0	0	0	0	179	0	119	62	151	0	0	0	0	0	0
POLR3GL	36.500000	0	0	0	0	0	99	293	0	0	0	0	0	119	0	0
KIF18B	36.500000	0	0	0	0	170	0	224	0	117	0	0	0	0	0	0
CSTF3	36.500000	0	0	0	0	84	0	189	0	0	0	0	124	114	0	0
CLASP1	36.500000	0	0	0	0	151	0	75	0	110	0	0	0	175	0	0
BORCS7	36.500000	0	0	0	0	187	0	0	112	104	0	0	0	108	0	0
ANKRD34A	36.500000	0	0	0	0	0	99	293	0	0	0	0	0	119	0	0
TTC32	36.428571	0	0	0	0	106	0	96	0	177	0	0	0	131	0	0
SLC25A36	36.428571	0	0	0	0	0	0	107	105	298	0	0	0	0	0	0
OCEL1	36.428571	0	0	0	0	144	0	190	0	0	0	0	0	176	0	0
DPM3	36.428571	0	0	0	0	243	0	267	0	0	0	0	0	0	0	0
CLK2	36.428571	0	0	0	0	177	0	189	0	144	0	0	0	0	0	0
SP4	36.357143	0	0	0	0	155	0	129	0	0	0	0	0	225	0	0
RARRES1	36.357143	0	0	0	0	122	133	254	0	0	0	0	0	0	0	0
PTDSS1	36.357143	0	0	0	0	0	0	0	114	151	0	0	0	244	0	0
MTERF3	36.357143	0	0	0	0	0	0	0	114	151	0	0	0	244	0	0
ZNF223	36.285714	0	0	0	0	221	0	0	0	0	0	0	0	287	0	0
SERPINI1	36.285714	0	0	0	0	242	0	115	0	0	0	0	0	151	0	0
POC1A	36.285714	0	0	0	0	126	0	164	0	93	0	0	0	125	0	0
PDCD10	36.285714	0	0	0	0	242	0	115	0	0	0	0	0	151	0	0
MNAT1	36.285714	0	0	0	0	0	0	141	245	122	0	0	0	0	0	0
MAP7	36.285714	0	0	0	0	0	0	0	0	0	0	0	0	508	0	0
UBE2T	36.214286	0	0	0	0	107	0	259	0	0	0	0	0	141	0	0
RRM1	36.214286	0	0	0	0	219	0	219	0	0	0	0	69	0	0	0
PLK4	36.142857	0	0	0	0	153	0	174	0	0	0	0	0	179	0	0
INCENP	36.142857	0	0	0	0	100	0	261	0	0	0	0	0	145	0	0
H2BC8	36.142857	0	0	0	0	154	0	114	126	112	0	0	0	0	0	0
H2AC8	36.142857	0	0	0	0	154	0	114	126	112	0	0	0	0	0	0
CEACAM21	36.142857	0	0	0	0	384	0	0	0	0	0	0	0	0	122	0
CBWD2	36.142857	0	0	0	0	0	0	0	0	152	0	0	0	200	154	0
TOMM7	36.071429	0	0	0	0	149	0	215	0	141	0	0	0	0	0	0
RNF139	36.071429	0	0	0	0	0	0	167	0	0	0	0	0	338	0	0
PRDX1	36.071429	0	0	0	0	0	0	93	166	180	0	0	66	0	0	0
C7orf26	35.928571	0	0	0	0	129	0	114	0	0	0	0	0	260	0	0
PTK6	35.857143	0	0	0	0	145	0	99	0	0	0	0	0	258	0	0
PRMT6	35.857143	0	0	0	0	203	0	84	0	0	0	0	0	215	0	0
MYO9B	35.857143	0	0	0	0	80	0	152	0	100	0	0	0	170	0	0
HAUS8	35.857143	0	0	0	0	80	0	152	0	100	0	0	0	170	0	0
PSMD4	35.785714	0	0	0	0	178	0	176	0	0	0	0	0	147	0	0
NRSN1	35.785714	0	0	0	0	0	0	0	278	223	0	0	0	0	0	0
EIPR1	35.785714	0	0	0	0	148	0	219	0	134	0	0	0	0	0	0
SNX27	35.714286	0	0	0	0	261	0	133	0	0	0	0	0	106	0	0
NUBP1	35.714286	0	0	0	0	0	0	0	0	161	0	0	0	226	113	0
MMACHC	35.714286	0	0	0	0	202	0	107	0	0	0	0	0	191	0	0
CCDC163	35.714286	0	0	0	0	202	0	107	0	0	0	0	0	191	0	0
TMEM33	35.642857	0	0	0	0	196	0	146	0	0	0	0	0	157	0	0
ZNF518A	35.571429	0	0	0	0	250	0	0	0	110	0	0	0	138	0	0
POMT2	35.571429	0	0	0	0	121	0	110	0	0	0	0	0	267	0	0
GSTZ1	35.571429	0	0	0	0	121	0	110	0	0	0	0	0	267	0	0
RNF130	35.500000	0	0	0	0	0	0	0	235	262	0	0	0	0	0	0
MEIG1	35.500000	0	0	0	0	158	0	150	0	0	0	0	0	189	0	0
CCDC88A	35.500000	0	0	0	0	157	0	0	112	228	0	0	0	0	0	0
ZNF417	35.428571	0	0	0	0	165	0	179	0	84	0	0	0	68	0	0
HNRNPUL1	35.428571	0	0	0	0	85	0	75	0	0	0	0	0	336	0	0
EIF3B	35.428571	0	0	0	0	91	0	0	0	201	0	0	0	204	0	0
STAG1	35.357143	0	0	0	0	85	0	0	100	101	0	0	0	209	0	0
UNC80	35.285714	0	0	0	0	0	0	0	284	210	0	0	0	0	0	0
GOLGB1	35.285714	0	0	0	0	132	0	119	0	0	0	0	0	243	0	0
BAIAP2	35.285714	0	0	0	0	0	0	0	185	309	0	0	0	0	0	0
REX1BD	35.214286	0	0	0	0	261	0	0	0	133	0	0	0	99	0	0
PACSIN2	35.214286	0	0	0	0	135	0	204	0	154	0	0	0	0	0	0
KRBA2	35.214286	0	0	0	0	143	0	214	0	136	0	0	0	0	0	0
ZNF281	35.142857	0	0	0	0	189	0	110	0	0	0	0	0	193	0	0
TBC1D15	35.142857	0	0	0	0	0	0	120	147	112	0	0	0	113	0	0
ATP5MC3	35.142857	0	0	0	0	104	0	0	63	210	0	0	115	0	0	0
PUS1	35.071429	0	0	0	0	207	0	210	74	0	0	0	0	0	0	0
EVI5	35.071429	0	0	0	0	0	0	0	229	262	0	0	0	0	0	0
WIPF2	35.000000	0	0	0	0	0	0	111	0	116	0	0	138	125	0	0
OPA3	35.000000	0	0	0	0	106	0	142	0	0	0	0	0	242	0	0
MKRN2	35.000000	0	0	0	0	182	0	181	0	0	0	0	127	0	0	0
IFNGR1	35.000000	0	0	0	0	151	0	97	0	95	0	0	0	147	0	0
TMEM59	34.928571	0	0	0	0	121	0	107	0	119	0	0	0	142	0	0
PNPLA6	34.928571	0	0	0	0	201	0	184	0	0	0	0	104	0	0	0
ADAT1	34.928571	0	0	0	0	82	0	149	0	0	0	0	92	166	0	0
TMED8	34.857143	0	0	0	0	0	0	94	0	0	0	0	0	394	0	0
SAMD15	34.857143	0	0	0	0	0	0	94	0	0	0	0	0	394	0	0
RTTN	34.857143	0	0	0	0	191	0	98	105	94	0	0	0	0	0	0
CEP120	34.857143	0	0	0	0	141	0	129	0	218	0	0	0	0	0	0
GUF1	34.785714	0	0	0	0	310	0	177	0	0	0	0	0	0	0	0
G3BP1	34.785714	0	0	0	0	153	0	115	0	0	0	0	0	219	0	0
EEF1AKNMT	34.785714	0	0	0	0	114	0	114	0	0	0	0	0	259	0	0
TAMM41	34.714286	0	0	0	0	161	0	223	102	0	0	0	0	0	0	0
RPLP0	34.714286	0	0	0	0	118	0	148	0	120	0	0	0	100	0	0
DNAJC27	34.714286	0	0	0	0	154	0	0	156	97	0	0	0	79	0	0
DCTN4	34.714286	0	0	0	0	117	0	0	0	129	0	0	0	240	0	0
ATAD2	34.714286	0	0	0	0	80	0	0	0	0	0	0	0	406	0	0
SUGP2	34.642857	0	0	0	0	88	0	79	164	0	0	0	0	154	0	0
PTPRN	34.642857	0	0	0	0	0	0	0	354	131	0	0	0	0	0	0
NOL6	34.642857	0	0	0	0	113	0	207	0	0	0	0	0	165	0	0
ARMC6	34.642857	0	0	0	0	88	0	79	164	0	0	0	0	154	0	0
ZNF865	34.571429	0	0	0	0	96	0	172	0	0	0	0	0	216	0	0
SFXN1	34.571429	0	0	0	0	129	0	181	0	0	0	0	0	174	0	0
SERINC1	34.571429	0	0	0	0	127	102	0	0	111	0	0	0	144	0	0
PKIB	34.571429	0	0	0	0	127	102	0	0	111	0	0	0	144	0	0
COQ8A	34.571429	0	0	0	0	162	0	107	0	0	0	0	0	215	0	0
UBE2B	34.500000	0	0	0	0	76	0	0	199	98	0	0	0	110	0	0
PSMC3	34.500000	0	0	0	0	117	0	163	0	0	0	0	0	203	0	0
NHP2	34.500000	0	0	0	0	104	0	159	0	0	0	0	0	220	0	0
KIF15	34.500000	0	0	0	0	191	0	165	0	127	0	0	0	0	0	0
KIAA1143	34.500000	0	0	0	0	191	0	165	0	127	0	0	0	0	0	0
GTF3C5	34.500000	0	0	0	0	166	0	0	0	0	0	0	0	317	0	0
ARHGAP19	34.500000	0	0	0	0	119	156	0	0	64	0	0	0	144	0	0
UNK	34.428571	0	0	0	0	187	0	128	0	0	0	0	0	167	0	0
RLF	34.428571	0	0	0	0	168	0	104	111	0	0	0	0	99	0	0
FAF1	34.357143	0	0	0	0	166	0	219	0	0	0	0	0	96	0	0
C8orf76	34.357143	0	0	0	0	252	0	108	0	0	0	0	0	121	0	0
ARHGEF1	34.357143	0	0	0	0	404	0	0	0	77	0	0	0	0	0	0
MYH7B	34.285714	0	0	0	0	0	0	0	129	115	0	0	0	236	0	0
HBQ1	34.285714	0	0	0	0	0	0	0	218	262	0	0	0	0	0	0
GSS	34.285714	0	0	0	0	0	0	0	129	115	0	0	0	236	0	0
CATSPERG	34.285714	0	0	0	0	224	0	67	0	86	0	0	103	0	0	0
ABCA3	34.285714	0	0	0	0	0	0	86	117	180	0	0	0	97	0	0
TUSC2	34.214286	0	0	0	0	250	0	229	0	0	0	0	0	0	0	0
PNPT1	34.214286	0	0	0	0	112	0	109	68	190	0	0	0	0	0	0
PLEKHM3	34.214286	0	0	0	0	166	0	0	97	216	0	0	0	0	0	0
NEPRO	34.214286	0	0	0	0	111	0	97	0	115	0	0	0	156	0	0
ARMH3	34.214286	0	0	0	0	203	0	148	0	128	0	0	0	0	0	0
UBN2	34.142857	0	0	0	0	117	0	120	0	81	0	0	0	160	0	0
SRSF11	34.142857	0	0	0	0	153	0	182	0	143	0	0	0	0	0	0
ZNF747	34.071429	0	0	0	0	199	0	120	0	0	0	0	0	158	0	0
ZNF420	34.071429	0	0	0	0	151	0	172	0	154	0	0	0	0	0	0
RRP1B	34.071429	0	0	0	0	0	0	0	155	226	0	0	0	96	0	0
RPL22	34.071429	0	0	0	0	186	0	194	0	97	0	0	0	0	0	0
PPP5D1	34.071429	0	0	0	0	164	0	0	0	0	0	0	0	313	0	0
N6AMT1	34.071429	0	0	0	0	0	0	81	198	198	0	0	0	0	0	0
HSF2BP	34.071429	0	0	0	0	0	0	0	155	226	0	0	0	96	0	0
CALM3	34.071429	0	0	0	0	164	0	0	0	0	0	0	0	313	0	0
AK2	34.071429	0	0	0	0	82	0	0	230	165	0	0	0	0	0	0
ZNF501	34.000000	0	0	0	0	179	0	0	104	193	0	0	0	0	0	0
ZNF484	34.000000	0	0	0	0	85	0	0	81	176	0	0	0	134	0	0
UGDH	34.000000	0	0	0	0	74	0	118	0	107	0	0	0	177	0	0
DNAJA3	34.000000	0	0	0	0	113	0	138	0	0	0	0	0	225	0	0
DHODH	34.000000	0	0	0	0	136	0	0	0	74	0	0	0	266	0	0
DERL1	34.000000	0	0	0	0	0	0	141	0	77	0	0	0	258	0	0
UROS	33.928571	0	0	0	0	122	0	118	0	66	0	0	0	169	0	0
TRIM39	33.928571	0	0	0	0	186	0	0	0	0	0	0	152	137	0	0
TMUB1	33.928571	0	0	0	0	208	0	0	0	0	0	0	0	267	0	0
SKP2	33.928571	0	0	0	0	127	0	209	0	0	0	0	0	139	0	0
LMBRD2	33.928571	0	0	0	0	127	0	209	0	0	0	0	0	139	0	0
BCCIP	33.928571	0	0	0	0	122	0	118	0	66	0	0	0	169	0	0
ZNF134	33.857143	0	0	0	0	149	0	172	0	0	0	0	0	153	0	0
DSCC1	33.857143	0	0	0	0	116	0	121	0	0	0	0	0	237	0	0
DEF6	33.857143	0	0	0	0	177	0	0	108	189	0	0	0	0	0	0
CXADR	33.857143	0	0	0	0	0	0	272	0	0	0	0	0	202	0	0
CEP63	33.857143	0	0	0	0	193	0	150	0	0	0	0	0	131	0	0
ANAPC13	33.857143	0	0	0	0	193	0	150	0	0	0	0	0	131	0	0
ZZZ3	33.785714	0	0	0	0	128	0	0	0	87	0	0	0	258	0	0
SMARCA4	33.785714	0	0	0	0	0	0	98	100	108	0	0	0	167	0	0
SECISBP2L	33.785714	0	0	0	0	149	0	190	0	134	0	0	0	0	0	0
HROB	33.785714	0	0	0	0	199	0	161	0	113	0	0	0	0	0	0
PLS1	33.714286	0	0	0	0	0	0	71	163	238	0	0	0	0	0	0
MLLT11	33.714286	0	0	0	0	111	0	157	0	0	0	0	0	204	0	0
GRK6	33.714286	0	0	0	0	135	0	0	0	0	0	0	101	236	0	0
CDC42SE1	33.714286	0	0	0	0	111	0	157	0	0	0	0	0	204	0	0
CANT1	33.714286	0	0	0	0	261	0	99	0	0	0	0	112	0	0	0
TMEM69	33.642857	0	0	0	0	195	0	143	0	0	0	0	133	0	0	0
NCBP3	33.642857	0	0	0	0	291	0	180	0	0	0	0	0	0	0	0
BRWD1	33.642857	0	0	0	0	0	0	0	0	88	0	0	0	383	0	0
ZNF56	33.571429	0	0	0	0	184	0	94	0	98	0	0	0	94	0	0
TMEM216	33.571429	0	0	0	0	120	0	0	0	65	0	0	0	285	0	0
SCAF11	33.571429	0	0	0	0	57	0	125	139	149	0	0	0	0	0	0
MED6	33.571429	0	0	0	0	195	0	275	0	0	0	0	0	0	0	0
FCER2	33.571429	0	0	0	0	470	0	0	0	0	0	0	0	0	0	0
DPY19L1	33.571429	0	0	0	0	99	0	0	0	0	0	0	0	371	0	0
CYCS	33.571429	0	0	0	0	80	0	112	144	134	0	0	0	0	0	0
SPATA6L	33.500000	0	0	0	0	206	0	263	0	0	0	0	0	0	0	0
PMPCB	33.500000	0	0	0	0	0	0	153	128	188	0	0	0	0	0	0
PLPP6	33.500000	0	0	0	0	206	0	263	0	0	0	0	0	0	0	0
NUP50	33.500000	0	0	0	0	183	0	0	0	110	0	0	0	176	0	0
EIF3E	33.500000	0	0	0	0	167	0	122	0	0	0	0	0	180	0	0
ZSCAN30	33.428571	0	0	0	0	84	0	0	184	108	0	0	92	0	0	0
N4BP3	33.428571	0	0	0	0	0	0	0	0	0	0	0	0	468	0	0
PLA2G15	33.357143	0	0	0	0	187	0	182	0	98	0	0	0	0	0	0
CDC73	33.357143	0	0	0	0	90	0	130	0	112	0	0	0	135	0	0
ZNF570	33.285714	0	0	0	0	319	0	0	147	0	0	0	0	0	0	0
ZNF569	33.285714	0	0	0	0	319	0	0	147	0	0	0	0	0	0	0
WTAP	33.214286	0	0	0	0	105	0	0	223	137	0	0	0	0	0	0
TUFT1	33.214286	0	0	0	0	0	102	133	0	0	0	0	0	230	0	0
SOD2	33.214286	0	0	0	0	105	0	0	223	137	0	0	0	0	0	0
SNX5	33.214286	0	0	0	0	0	0	0	102	145	0	0	0	218	0	0
PPARD	33.214286	0	0	0	0	117	0	124	0	224	0	0	0	0	0	0
MGME1	33.214286	0	0	0	0	0	0	0	102	145	0	0	0	218	0	0
ETAA1	33.214286	0	0	0	0	99	0	132	0	125	0	0	0	109	0	0
PDE8A	33.142857	0	0	0	0	147	0	170	0	0	0	0	0	147	0	0
DRAP1	33.142857	0	0	0	0	334	0	130	0	0	0	0	0	0	0	0
C11orf68	33.142857	0	0	0	0	334	0	130	0	0	0	0	0	0	0	0
ASB8	33.142857	0	0	0	0	134	0	198	0	0	0	0	0	132	0	0
TRIM33	33.071429	0	0	0	0	0	0	70	74	93	0	0	0	226	0	0
TFEB	33.071429	0	0	0	0	217	0	105	0	0	0	0	141	0	0	0
SNU13	33.071429	0	0	0	0	148	0	157	0	158	0	0	0	0	0	0
SNRPD3	33.071429	0	0	0	0	212	0	114	0	137	0	0	0	0	0	0
GUCD1	33.071429	0	0	0	0	212	0	114	0	137	0	0	0	0	0	0
UBAP2	33.000000	0	0	0	0	110	0	102	0	151	0	0	0	99	0	0
SLC35B3	33.000000	0	0	0	0	157	0	102	0	74	0	0	0	129	0	0
FEM1A	33.000000	0	0	0	0	251	0	108	0	0	0	0	0	103	0	0
RPS12	32.857143	0	0	0	0	88	0	79	0	84	0	0	0	209	0	0
EFCAB6	32.857143	0	0	0	0	263	0	197	0	0	0	0	0	0	0	0
C11orf65	32.857143	0	0	0	0	119	0	135	0	121	0	0	85	0	0	0
ZNF830	32.785714	0	0	0	0	249	0	210	0	0	0	0	0	0	0	0
SUPT3H	32.785714	0	0	0	0	0	0	213	0	133	0	0	0	113	0	0
RNF168	32.785714	0	0	0	0	80	0	114	0	82	0	0	0	183	0	0
CCT6B	32.785714	0	0	0	0	249	0	210	0	0	0	0	0	0	0	0
WBP1L	32.714286	0	0	0	0	170	0	134	0	0	0	0	0	154	0	0
INIP	32.714286	0	0	0	0	150	0	116	0	0	0	0	0	192	0	0
SVOP	32.642857	0	0	0	0	0	0	0	252	205	0	0	0	0	0	0
PWP2	32.642857	0	0	0	0	0	0	0	0	0	0	0	0	457	0	0
LRRC37A3	32.642857	0	0	0	0	122	0	183	0	152	0	0	0	0	0	0
LOC102724159	32.642857	0	0	0	0	0	0	0	0	0	0	0	0	457	0	0
SSBP2	32.571429	0	0	0	0	188	0	144	0	0	0	0	124	0	0	0
OXSM	32.571429	0	0	0	0	0	0	128	93	235	0	0	0	0	0	0
NGLY1	32.571429	0	0	0	0	0	0	128	93	235	0	0	0	0	0	0
VGF	32.500000	0	0	0	0	0	0	0	232	223	0	0	0	0	0	0
UBB	32.500000	0	0	0	0	160	0	107	0	0	0	0	0	188	0	0
TMTC3	32.500000	0	0	0	0	148	0	158	0	86	0	0	0	63	0	0
MRPL1	32.500000	0	0	0	0	192	0	97	0	0	0	0	75	91	0	0
MMP24	32.500000	0	0	0	0	0	0	0	237	218	0	0	0	0	0	0
LETM1	32.500000	0	0	0	0	241	0	94	0	0	0	0	0	120	0	0
EEF1AKMT4-ECE2	32.500000	0	0	0	0	172	0	104	0	76	0	0	103	0	0	0
EEF1AKMT4	32.500000	0	0	0	0	172	0	104	0	76	0	0	103	0	0	0
CEP290	32.500000	0	0	0	0	148	0	158	0	86	0	0	0	63	0	0
ALG3	32.500000	0	0	0	0	172	0	104	0	76	0	0	103	0	0	0
SLC25A10	32.428571	0	0	0	0	0	0	0	239	215	0	0	0	0	0	0
PAQR4	32.428571	0	0	0	0	0	0	0	121	139	0	0	0	194	0	0
C14orf28	32.428571	0	0	0	0	174	0	202	0	0	0	0	0	78	0	0
ZSWIM7	32.357143	0	0	0	0	0	0	97	77	140	0	0	0	139	0	0
TTC19	32.357143	0	0	0	0	0	0	97	77	140	0	0	0	139	0	0
TMEM60	32.357143	0	0	0	0	166	0	159	0	0	0	0	0	128	0	0
SLC35C1	32.357143	0	0	0	0	239	0	214	0	0	0	0	0	0	0	0
SLC25A25	32.357143	0	0	0	0	0	0	209	0	0	0	0	0	244	0	0
PHTF2	32.357143	0	0	0	0	166	0	159	0	0	0	0	0	128	0	0
NAIF1	32.357143	0	0	0	0	0	0	209	0	0	0	0	0	244	0	0
MYL5	32.357143	0	0	0	0	106	0	161	0	73	0	0	113	0	0	0
ATP5ME	32.357143	0	0	0	0	106	0	161	0	73	0	0	113	0	0	0
RPS5	32.285714	0	0	0	0	117	0	185	0	0	0	0	0	150	0	0
MRPL4	32.285714	0	0	0	0	88	0	96	0	0	0	0	110	158	0	0
H2BC12	32.285714	0	0	0	0	195	0	157	0	0	0	0	100	0	0	0
H2AC12	32.285714	0	0	0	0	195	0	157	0	0	0	0	100	0	0	0
CCZ1	32.285714	0	0	0	0	144	0	308	0	0	0	0	0	0	0	0
AP3B2	32.214286	0	0	0	0	0	0	0	138	185	0	0	0	128	0	0
IKZF3	32.142857	0	0	0	0	0	0	0	231	219	0	0	0	0	0	0
GIPR	32.142857	0	0	0	0	155	0	0	0	0	0	0	164	131	0	0
UTP6	32.071429	0	0	0	0	117	0	253	0	79	0	0	0	0	0	0
SHPK	32.071429	0	0	0	0	139	0	109	0	0	0	0	0	201	0	0
PPP6C	32.071429	0	0	0	0	143	0	141	0	0	0	0	0	165	0	0
CTNS	32.071429	0	0	0	0	139	0	109	0	0	0	0	0	201	0	0
TMEM260	32.000000	0	0	0	0	131	0	0	0	84	0	0	0	233	0	0
RAD52	32.000000	0	0	0	0	133	0	116	0	110	0	0	0	89	0	0
MCM3	32.000000	0	0	0	0	109	0	160	117	62	0	0	0	0	0	0
SPAG8	31.928571	0	0	0	0	447	0	0	0	0	0	0	0	0	0	0
PHB	31.928571	0	0	0	0	188	0	131	0	0	0	0	0	128	0	0
ANKEF1	31.928571	0	0	0	0	0	0	115	76	119	0	0	0	137	0	0
WASF1	31.857143	0	0	0	0	129	0	169	0	0	0	0	0	148	0	0
MSRA	31.857143	0	0	0	0	247	0	123	0	0	0	0	76	0	0	0
LIX1L	31.857143	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0
HEMK1	31.857143	0	0	0	0	290	0	156	0	0	0	0	0	0	0	0
CDC40	31.857143	0	0	0	0	129	0	169	0	0	0	0	0	148	0	0
TRIM16	31.785714	0	0	0	0	225	0	220	0	0	0	0	0	0	0	0
PDF	31.785714	0	0	0	0	0	0	101	0	117	0	0	0	227	0	0
RPSA	31.714286	0	0	0	0	127	0	90	110	117	0	0	0	0	0	0
ANKRD36C	31.714286	0	0	0	0	0	0	0	165	178	0	0	0	101	0	0
AHCY	31.714286	0	0	0	0	0	0	99	0	137	0	0	0	208	0	0
POLE4	31.642857	0	0	0	0	0	0	0	155	167	0	0	0	121	0	0
DLGAP5	31.642857	0	0	0	0	155	0	100	0	0	0	0	0	188	0	0
BAX	31.642857	0	0	0	0	111	0	172	0	0	0	0	0	160	0	0
UVSSA	31.571429	0	0	0	0	163	0	110	0	0	0	0	0	169	0	0
QPRT	31.571429	0	0	0	0	152	0	0	133	157	0	0	0	0	0	0
KNL1	31.571429	0	0	0	0	126	0	141	0	79	0	0	96	0	0	0
GTF3C6	31.571429	0	0	0	0	208	0	0	97	0	0	0	0	137	0	0
EXOC7	31.571429	0	0	0	0	189	0	109	0	0	0	0	0	144	0	0
DHX30	31.571429	0	0	0	0	122	0	145	0	0	0	0	0	175	0	0
AMD1	31.571429	0	0	0	0	145	0	97	0	69	0	0	0	131	0	0
IL17D	31.500000	0	0	0	0	213	0	0	0	0	0	0	0	228	0	0
ABCC6	31.500000	0	0	0	0	0	0	0	160	281	0	0	0	0	0	0
LRRC40	31.428571	0	0	0	0	153	0	182	0	105	0	0	0	0	0	0
DUSP28	31.428571	0	0	0	0	114	0	197	0	0	0	0	0	129	0	0
ANKMY1	31.428571	0	0	0	0	114	0	197	0	0	0	0	0	129	0	0
AAMP	31.428571	0	0	0	0	176	0	125	0	0	0	0	0	139	0	0
TOP3A	31.357143	0	0	0	0	114	0	150	0	0	0	0	0	175	0	0
SMCR8	31.357143	0	0	0	0	114	0	150	0	0	0	0	0	175	0	0
