Target_genes	ELK4|Average	SRX065548|293	SRX065549|293	SRX150669|293	SRX644407|DU_145	SRX028644|HeLa	SRX028645|HeLa	SRX150431|HeLa	SRX13007931|Hep_G2	SRX13007932|Hep_G2	STRING
MFSD11	20.888889	0	0	0	0	0	0	92	96	0	0
CREBRF	20.888889	0	0	0	0	0	0	188	0	0	0
BCCIP	20.888889	0	0	0	0	0	0	188	0	0	0
ZNF573	20.777778	0	0	0	0	0	0	92	95	0	0
XKR9	20.777778	0	0	0	0	0	0	0	0	187	0
TIPRL	20.777778	0	0	0	0	0	0	187	0	0	0
PEX7	20.777778	0	0	0	0	0	0	187	0	0	0
ODC1	20.777778	0	0	0	0	0	0	0	0	187	0
LACTB2	20.777778	0	0	0	0	0	0	0	0	187	0
BCL7C	20.777778	0	0	0	0	0	0	0	0	187	0
LRRC28	20.666667	0	0	0	0	0	0	186	0	0	0
KIZ	20.666667	0	0	0	0	0	0	0	80	106	0
FANCC	20.666667	0	0	0	0	0	86	100	0	0	0
FAM83G	20.666667	0	0	0	0	0	0	186	0	0	0
CRADD	20.666667	0	0	0	0	0	0	186	0	0	0
ATP6V1E1	20.666667	186	0	0	0	0	0	0	0	0	0
TPT1	20.555556	0	0	0	0	0	0	185	0	0	0
SDHC	20.555556	0	0	0	0	0	0	185	0	0	0
KCNK12	20.555556	0	0	0	0	0	0	0	0	185	0
EHD4	20.555556	0	0	0	0	0	0	185	0	0	0
VPS33B	20.444444	0	0	0	0	0	0	184	0	0	0
GTF3C4	20.444444	0	0	0	0	0	0	102	0	82	0
DDX31	20.444444	0	0	0	0	0	0	102	0	82	0
SETMAR	20.333333	0	0	0	0	0	0	0	183	0	0
RAB24	20.333333	183	0	0	0	0	0	0	0	0	0
PRELID1	20.333333	183	0	0	0	0	0	0	0	0	0
ARHGEF18	20.333333	183	0	0	0	0	0	0	0	0	0
ZNF470	20.222222	182	0	0	0	0	0	0	0	0	0
ZEB1	20.222222	0	0	0	0	0	0	182	0	0	0
TRIM37	20.222222	0	0	0	0	0	77	105	0	0	0
SQOR	20.222222	0	0	0	0	0	0	182	0	0	0
SLC30A7	20.222222	0	0	0	0	0	0	182	0	0	0
EYA3	20.222222	0	0	0	0	0	78	104	0	0	0
EIF4A3	20.222222	0	0	0	0	0	0	0	182	0	0
EEA1	20.222222	90	0	0	0	0	0	92	0	0	0
TRAFD1	20.111111	0	0	0	0	0	0	181	0	0	0
TCOF1	20.111111	0	0	0	0	0	0	181	0	0	0
MYO9B	20.111111	181	0	0	0	0	0	0	0	0	0
JOSD1	20.111111	181	0	0	0	0	0	0	0	0	0
HAUS8	20.111111	181	0	0	0	0	0	0	0	0	0
COMMD1	20.111111	0	0	0	0	0	0	106	0	75	0
CCT4	20.111111	0	0	0	0	0	0	106	0	75	0
AP2S1	20.111111	0	0	0	0	0	0	181	0	0	0
TBCK	20.000000	0	0	0	0	0	0	180	0	0	0
PGPEP1	20.000000	0	0	0	0	0	0	180	0	0	0
AIMP1	20.000000	0	0	0	0	0	0	180	0	0	0
ZNF3	19.888889	0	0	0	0	0	0	179	0	0	0
PTCD3	19.888889	0	0	0	0	0	0	0	179	0	0
POLR1A	19.888889	0	0	0	0	0	0	0	179	0	0
MTMR1	19.888889	0	0	0	0	0	0	179	0	0	0
CCR7	19.888889	0	0	0	0	0	0	179	0	0	0
CALCOCO1	19.888889	0	0	0	0	0	0	0	179	0	0
TUBGCP3	19.777778	0	0	0	0	0	0	0	0	178	0
NOP14	19.777778	0	0	0	0	0	0	0	0	178	0
MAPKAPK5	19.777778	0	0	0	0	0	0	178	0	0	0
GRK4	19.777778	0	0	0	0	0	0	0	0	178	0
APC	19.777778	0	0	0	0	0	0	178	0	0	0
SFT2D3	19.666667	0	0	0	0	0	0	177	0	0	0
RMND5A	19.666667	0	0	0	0	0	0	0	0	177	0
NEK11	19.666667	0	0	0	0	0	0	106	0	71	0
LMBRD1	19.666667	0	0	0	0	0	0	177	0	0	0
HTATSF1	19.666667	0	0	0	0	0	90	87	0	0	0
ASTE1	19.666667	0	0	0	0	0	0	106	0	71	0
RACGAP1	19.555556	0	0	0	0	0	0	176	0	0	0
EXD1	19.555556	0	0	0	0	0	0	176	0	0	0
DHDDS	19.555556	0	0	0	0	0	0	0	0	176	0
CHP1	19.555556	0	0	0	0	0	0	176	0	0	0
ZFYVE1	19.444444	0	0	0	0	0	0	0	175	0	0
YIF1A	19.444444	0	0	0	0	0	0	175	0	0	0
SPTLC2	19.444444	0	0	0	0	0	0	175	0	0	0
SLC41A3	19.444444	0	0	0	0	0	0	175	0	0	0
PSMC2	19.444444	0	0	0	0	0	0	175	0	0	0
PPRC1	19.444444	0	0	0	0	0	0	0	175	0	0
PPP1R12C	19.444444	0	0	0	0	0	0	0	175	0	0
SLC25A46	19.333333	0	0	0	0	0	0	174	0	0	0
SBNO1	19.333333	0	0	0	0	0	0	174	0	0	0
RUSC1	19.333333	0	0	0	0	0	0	174	0	0	0
HBQ1	19.333333	0	0	0	0	0	0	0	0	174	0
FUT4	19.333333	0	0	0	0	0	0	174	0	0	0
DYNLRB2	19.333333	0	0	0	0	0	0	174	0	0	0
CHUK	19.333333	0	0	0	0	0	0	174	0	0	0
CCDC91	19.333333	0	0	0	0	0	0	112	0	62	0
ZC3H15	19.222222	0	0	0	0	0	0	173	0	0	0
TSEN34	19.222222	0	0	0	0	0	0	173	0	0	0
RGMB	19.222222	0	0	0	0	0	0	0	0	173	0
RAE1	19.222222	0	0	0	0	0	0	173	0	0	0
NUDT13	19.222222	0	0	0	0	0	0	173	0	0	0
MRPS26	19.222222	0	0	0	0	0	0	0	0	173	0
MBOAT7	19.222222	0	0	0	0	0	0	173	0	0	0
KCNH6	19.222222	0	0	0	0	0	0	0	0	173	0
GAS8	19.222222	0	0	0	0	0	0	173	0	0	0
ANAPC11	19.222222	0	0	0	0	0	0	173	0	0	0
ALYREF	19.222222	0	0	0	0	0	0	173	0	0	0
THAP6	19.111111	0	0	0	0	0	0	172	0	0	0
SAR1A	19.111111	0	0	0	0	0	0	172	0	0	0
GPR89A	19.111111	0	0	0	0	0	0	172	0	0	0
YTHDF2	19.000000	0	0	0	0	0	0	171	0	0	0
TCIM	19.000000	0	0	0	0	0	85	86	0	0	0
TBX6	19.000000	0	0	0	0	0	0	0	171	0	0
RB1	19.000000	0	0	0	0	0	0	171	0	0	0
PCNA	19.000000	0	0	0	0	0	0	0	0	171	0
MMP24	19.000000	0	0	0	0	0	0	0	0	171	0
GIT2	19.000000	0	0	0	0	0	0	171	0	0	0
ATAD1	19.000000	0	0	0	0	0	71	100	0	0	0
PAAF1	18.888889	0	0	0	0	0	0	170	0	0	0
H3C2	18.888889	0	0	0	0	0	0	0	0	170	0
FBXO33	18.888889	0	0	0	0	0	0	170	0	0	0
EIF4B	18.888889	0	0	0	0	0	0	170	0	0	0
COA4	18.888889	0	0	0	0	0	0	170	0	0	0
AGPS	18.888889	0	0	0	0	0	0	0	0	170	0
ZNHIT1	18.777778	0	0	0	0	0	0	169	0	0	0
UEVLD	18.777778	0	0	0	0	0	0	169	0	0	0
SMAD5	18.777778	0	0	0	0	0	0	169	0	0	0
SEZ6	18.777778	0	0	0	0	0	0	0	0	169	0
RWDD2B	18.777778	0	0	0	0	0	0	169	0	0	0
PLXNA2	18.777778	0	0	0	0	0	0	169	0	0	0
PLOD3	18.777778	0	0	0	0	0	0	169	0	0	0
PDE1C	18.777778	0	0	0	0	0	0	0	0	169	0
HHIPL1	18.777778	0	0	0	0	0	0	0	0	169	0
CCDC85C	18.777778	0	0	0	0	0	0	0	0	169	0
AIFM2	18.777778	0	0	0	0	0	0	169	0	0	0
TMEM104	18.666667	0	0	0	0	0	0	168	0	0	0
NAT9	18.666667	0	0	0	0	0	0	168	0	0	0
MAF1	18.666667	0	0	0	0	0	0	0	168	0	0
PRCC	18.555556	0	0	0	0	0	0	0	167	0	0
MED6	18.555556	0	0	0	0	0	0	167	0	0	0
GBA	18.555556	0	0	0	0	0	0	167	0	0	0
FZD7	18.555556	167	0	0	0	0	0	0	0	0	0
CUTA	18.555556	0	0	0	0	0	0	167	0	0	0
VCL	18.444444	0	0	0	0	0	0	166	0	0	0
RRP1B	18.444444	0	0	0	0	0	0	0	0	166	0
PGBD5	18.444444	0	0	0	0	0	0	0	0	166	0
PDE4C	18.444444	0	0	0	0	0	0	0	0	166	0
MED10	18.444444	0	0	0	0	0	0	166	0	0	0
HSF2BP	18.444444	0	0	0	0	0	0	0	0	166	0
GRK6	18.444444	0	0	0	0	0	0	166	0	0	0
DDIT3	18.444444	0	0	0	0	0	0	166	0	0	0
ZNF585A	18.333333	0	0	0	0	0	0	165	0	0	0
ZAR1L	18.333333	0	0	0	0	0	0	165	0	0	0
WDR4	18.333333	0	0	0	0	0	0	165	0	0	0
SDCBP2	18.333333	0	0	0	0	0	0	165	0	0	0
HNRNPUL1	18.333333	0	0	0	0	0	0	165	0	0	0
BRCA2	18.333333	0	0	0	0	0	0	165	0	0	0
ASF1B	18.333333	0	0	0	0	0	0	165	0	0	0
ZNF182	18.222222	0	0	0	0	0	0	164	0	0	0
SPACA5	18.222222	0	0	0	0	0	0	164	0	0	0
SLBP	18.222222	0	0	0	0	0	0	0	0	164	0
RPL36A-HNRNPH2	18.222222	0	0	0	0	0	0	164	0	0	0
RPL36A	18.222222	0	0	0	0	0	0	164	0	0	0
MSANTD2	18.222222	0	0	0	0	0	0	164	0	0	0
MPV17	18.222222	0	0	0	0	0	0	164	0	0	0
BTK	18.222222	0	0	0	0	0	0	164	0	0	0
U2AF2	18.111111	0	0	0	0	0	0	163	0	0	0
RNF6	18.111111	0	0	0	0	0	0	0	0	163	0
PHF20	18.111111	0	0	0	0	0	0	0	0	163	0
IFRD2	18.111111	0	0	0	0	0	0	0	163	0	0
GPN2	18.111111	0	0	0	0	0	0	163	0	0	0
STK38L	18.000000	0	0	0	0	0	0	162	0	0	0
SLC15A4	18.000000	0	0	0	0	0	0	162	0	0	0
NFE2L1	18.000000	162	0	0	0	0	0	0	0	0	0
LMCD1	18.000000	0	0	0	0	0	0	0	0	162	0
ISM1	18.000000	0	0	0	0	0	0	0	0	162	0
ZNF605	17.888889	0	0	0	0	0	0	161	0	0	0
ZNF121	17.888889	0	0	0	0	0	0	161	0	0	0
TYW1B	17.888889	161	0	0	0	0	0	0	0	0	0
SYNJ1	17.888889	0	0	0	0	0	0	0	0	161	0
MEX3D	17.888889	0	0	0	0	0	0	0	0	161	0
UFC1	17.777778	0	0	0	0	0	0	160	0	0	0
PSPH	17.777778	0	0	0	0	0	0	160	0	0	0
NMNAT1	17.777778	0	0	0	0	0	0	160	0	0	0
LZIC	17.777778	0	0	0	0	0	0	160	0	0	0
ERGIC3	17.777778	0	0	0	0	0	0	160	0	0	0
CCT6A	17.777778	0	0	0	0	0	0	160	0	0	0
CCDC88C	17.777778	0	0	0	0	0	0	0	0	160	0
ZNF234	17.666667	0	0	0	0	0	0	159	0	0	0
TTC39A	17.666667	0	0	0	0	0	0	159	0	0	0
TBC1D22A	17.666667	0	0	0	0	0	0	159	0	0	0
RSRP1	17.666667	0	0	0	0	0	0	159	0	0	0
PTDSS1	17.666667	0	0	0	0	0	0	0	0	159	0
MTERF3	17.666667	0	0	0	0	0	0	0	0	159	0
ETV3	17.666667	0	0	0	0	0	0	159	0	0	0
ZNF487	17.555556	0	0	0	0	0	0	158	0	0	0
ZBTB2	17.555556	0	0	0	0	0	0	158	0	0	0
UGDH	17.555556	0	0	0	0	0	0	158	0	0	0
TOB2	17.555556	0	0	0	0	0	0	0	0	158	0
PEX16	17.555556	0	0	0	0	0	0	158	0	0	0
NOC4L	17.555556	0	0	0	0	0	0	0	158	0	0
GTPBP2	17.555556	0	0	0	0	0	0	158	0	0	0
FAM3A	17.555556	0	0	0	0	0	0	158	0	0	0
DDX51	17.555556	0	0	0	0	0	0	0	158	0	0
TTLL12	17.444444	0	0	0	0	0	0	157	0	0	0
SMN2	17.444444	0	0	0	0	0	0	157	0	0	0
SMN1	17.444444	0	0	0	0	0	0	157	0	0	0
RNH1	17.444444	0	0	0	0	0	0	157	0	0	0
MLH1	17.444444	0	0	0	0	0	0	157	0	0	0
HROB	17.444444	0	0	0	0	0	0	157	0	0	0
EXOSC5	17.444444	0	0	0	0	0	0	157	0	0	0
EPM2AIP1	17.444444	0	0	0	0	0	0	157	0	0	0
DNAAF2	17.444444	0	0	0	0	0	0	157	0	0	0
COMTD1	17.444444	0	0	0	0	0	0	157	0	0	0
BCKDHA	17.444444	0	0	0	0	0	0	157	0	0	0
ZNF653	17.333333	0	0	0	0	0	0	156	0	0	0
TIA1	17.333333	0	0	0	0	0	0	0	156	0	0
SIGMAR1	17.333333	0	0	0	0	0	0	156	0	0	0
RAB43	17.333333	0	0	0	0	0	0	156	0	0	0
PHRF1	17.333333	0	0	0	0	0	0	156	0	0	0
NUP160	17.333333	0	0	0	0	0	0	156	0	0	0
GMCL1	17.333333	0	0	0	0	0	0	0	0	156	0
EEFSEC	17.333333	0	0	0	0	0	0	156	0	0	0
ZNF256	17.222222	155	0	0	0	0	0	0	0	0	0
TTC4	17.222222	0	0	0	0	0	0	155	0	0	0
POLD4	17.222222	0	0	0	0	0	0	155	0	0	0
HMGN3	17.222222	0	0	0	0	0	0	0	0	155	0
GCA	17.222222	0	0	0	0	0	0	0	0	155	0
COX20	17.222222	0	0	0	0	0	0	155	0	0	0
BPGM	17.222222	155	0	0	0	0	0	0	0	0	0
TPP2	17.111111	0	0	0	0	0	0	154	0	0	0
TBC1D19	17.111111	0	0	0	0	0	0	154	0	0	0
PUM2	17.111111	0	0	0	0	0	0	0	0	154	0
PPP1R15A	17.111111	0	0	0	0	0	0	154	0	0	0
GPATCH8	17.111111	0	0	0	0	0	0	154	0	0	0
GMFB	17.111111	0	0	0	0	0	62	92	0	0	0
EFHD1	17.111111	0	0	0	0	0	0	0	0	154	0
CLDND2	17.111111	0	0	0	0	0	0	154	0	0	0
ZNF621	17.000000	0	0	0	0	0	0	153	0	0	0
SERPINB8	17.000000	0	0	0	0	0	0	153	0	0	0
SCG3	17.000000	0	0	0	0	0	0	0	0	153	0
SCAPER	17.000000	0	0	0	0	0	0	0	0	153	0
S100A16	17.000000	0	0	0	0	0	0	153	0	0	0
PTGR2	17.000000	0	0	0	0	0	0	153	0	0	0
PNPLA6	17.000000	0	0	0	0	0	0	0	153	0	0
PMS1	17.000000	0	0	0	0	0	0	0	0	153	0
ORMDL1	17.000000	0	0	0	0	0	0	0	0	153	0
OPRM1	17.000000	0	0	0	0	0	0	0	0	153	0
NCDN	17.000000	0	0	0	0	0	0	153	0	0	0
MARCHF4	17.000000	0	0	0	0	0	0	0	0	153	0
KIAA0319L	17.000000	0	0	0	0	0	0	153	0	0	0
HEATR5B	17.000000	0	0	0	0	0	0	153	0	0	0
GPATCH11	17.000000	0	0	0	0	0	0	153	0	0	0
ANKRD36	17.000000	0	0	0	0	0	0	0	0	153	0
ABCA3	17.000000	0	0	0	0	0	0	0	0	153	0
ZCWPW1	16.888889	0	0	0	0	0	0	0	0	152	0
TBC1D5	16.888889	0	0	0	0	0	0	152	0	0	0
STARD3	16.888889	0	0	0	0	0	0	152	0	0	0
SARS1	16.888889	0	0	0	0	0	0	152	0	0	0
MEPCE	16.888889	0	0	0	0	0	0	0	0	152	0
LCLAT1	16.888889	0	0	0	0	0	0	0	0	152	0
IPO7	16.888889	0	0	0	0	0	0	152	0	0	0
EIF4EBP2	16.888889	0	0	0	0	0	0	152	0	0	0
CPQ	16.888889	0	0	0	0	0	0	0	0	152	0
COQ7	16.888889	0	0	0	0	0	0	152	0	0	0
BBS1	16.888889	0	0	0	0	0	0	152	0	0	0
APEX2	16.888889	0	0	0	0	0	0	152	0	0	0
ZNF213	16.777778	0	0	0	0	0	0	151	0	0	0
ZNF155	16.777778	0	0	0	0	0	0	151	0	0	0
PCOTH	16.777778	0	0	0	0	0	0	151	0	0	0
MIPEP	16.777778	0	0	0	0	0	0	151	0	0	0
LSM4	16.777778	0	0	0	0	0	0	151	0	0	0
GTF3C2	16.777778	0	0	0	0	0	0	151	0	0	0
CIAO2B	16.777778	0	0	0	0	0	0	151	0	0	0
CES2	16.777778	0	0	0	0	0	0	151	0	0	0
AP3B2	16.777778	151	0	0	0	0	0	0	0	0	0
TMEM67	16.666667	0	0	0	0	0	0	150	0	0	0
SEC61G	16.666667	0	0	0	0	0	0	150	0	0	0
FTH1	16.666667	0	0	0	0	0	0	150	0	0	0
FBXW8	16.666667	0	0	0	0	0	0	150	0	0	0
EBPL	16.666667	0	0	0	0	0	0	0	0	150	0
DHPS	16.666667	0	0	0	0	0	0	150	0	0	0
CENPA	16.666667	0	0	0	0	0	0	0	0	150	0
CDCA7	16.666667	0	0	0	0	0	0	0	0	150	0
UBE2B	16.555556	0	0	0	0	0	0	149	0	0	0
SZT2	16.555556	0	0	0	0	0	0	149	0	0	0
SPAG4	16.555556	0	0	0	0	0	0	0	0	149	0
PSMC5	16.555556	0	0	0	0	0	0	149	0	0	0
PPP2CB	16.555556	0	0	0	0	0	0	149	0	0	0
MED8	16.555556	0	0	0	0	0	0	149	0	0	0
FTSJ3	16.555556	0	0	0	0	0	0	149	0	0	0
DENND1A	16.555556	0	0	0	0	0	0	149	0	0	0
COX7A2L	16.555556	0	0	0	0	0	0	149	0	0	0
CLASP1	16.555556	0	0	0	0	0	0	149	0	0	0
CDC6	16.555556	0	0	0	0	0	0	149	0	0	0
CBR1	16.555556	0	0	0	0	0	0	149	0	0	0
WTAP	16.444444	0	0	0	0	0	0	0	0	148	0
VPS53	16.444444	0	0	0	0	0	0	148	0	0	0
TTC16	16.444444	0	0	0	0	0	0	148	0	0	0
TDP2	16.444444	0	0	0	0	0	0	148	0	0	0
PTRH1	16.444444	0	0	0	0	0	0	148	0	0	0
NVL	16.444444	0	0	0	0	0	0	148	0	0	0
NOC2L	16.444444	0	0	0	0	0	0	148	0	0	0
MRPS2	16.444444	0	0	0	0	0	0	148	0	0	0
MRPL39	16.444444	0	0	0	0	0	0	0	0	148	0
MAT2A	16.444444	0	0	0	0	0	0	0	148	0	0
LEMD2	16.444444	0	0	0	0	0	0	148	0	0	0
DTX2	16.444444	0	0	0	0	0	0	148	0	0	0
CYB5B	16.444444	0	0	0	0	0	0	148	0	0	0
COX5B	16.444444	0	0	0	0	0	0	148	0	0	0
C9orf116	16.444444	0	0	0	0	0	0	148	0	0	0
BCL7B	16.444444	0	0	0	0	0	0	0	0	148	0
ARAP1	16.444444	0	0	0	0	0	0	148	0	0	0
ACOT13	16.444444	0	0	0	0	0	0	148	0	0	0
WDR3	16.333333	0	0	0	0	0	0	147	0	0	0
SLTM	16.333333	0	0	0	0	0	0	147	0	0	0
SLC36A1	16.333333	0	0	0	0	0	0	147	0	0	0
SLC22A4	16.333333	0	0	0	0	0	0	147	0	0	0
SDAD1	16.333333	0	0	0	0	0	0	147	0	0	0
NMT1	16.333333	0	0	0	0	0	0	147	0	0	0
LZTFL1	16.333333	0	0	0	0	0	0	147	0	0	0
GPR78	16.333333	0	0	0	0	0	0	0	0	147	0
GDAP2	16.333333	0	0	0	0	0	0	147	0	0	0
DCAKD	16.333333	0	0	0	0	0	0	147	0	0	0
ZBTB37	16.222222	0	0	0	0	0	0	146	0	0	0
THAP11	16.222222	0	0	0	0	0	0	146	0	0	0
SLC25A21	16.222222	0	0	0	0	0	0	0	0	146	0
SDHD	16.222222	0	0	0	0	0	0	146	0	0	0
PLD3	16.222222	0	0	0	0	0	0	146	0	0	0
FAM234A	16.222222	0	0	0	0	0	0	146	0	0	0
DGCR8	16.222222	0	0	0	0	0	0	0	146	0	0
C19orf47	16.222222	0	0	0	0	0	0	146	0	0	0
BAK1	16.222222	0	0	0	0	0	0	146	0	0	0
ADI1	16.222222	0	0	0	0	0	0	146	0	0	0
ZFC3H1	16.111111	0	0	0	0	0	0	145	0	0	0
UQCRQ	16.111111	0	0	0	0	0	0	145	0	0	0
UBE2M	16.111111	0	0	0	0	0	0	145	0	0	0
TPMT	16.111111	145	0	0	0	0	0	0	0	0	0
THAP2	16.111111	0	0	0	0	0	0	145	0	0	0
RPTOR	16.111111	0	0	0	0	0	0	0	145	0	0
PSMC3IP	16.111111	0	0	0	0	0	0	145	0	0	0
KDM1B	16.111111	145	0	0	0	0	0	0	0	0	0
GUF1	16.111111	0	0	0	0	0	0	145	0	0	0
GDF9	16.111111	0	0	0	0	0	0	145	0	0	0
DYNC2I2	16.111111	0	0	0	0	0	0	145	0	0	0
DDX60	16.111111	0	0	0	0	0	0	145	0	0	0
ZFAND4	16.000000	144	0	0	0	0	0	0	0	0	0
TMEM94	16.000000	0	0	0	0	0	0	144	0	0	0
SLC27A3	16.000000	0	0	0	0	0	0	144	0	0	0
RNF40	16.000000	0	0	0	0	0	0	144	0	0	0
RMND5B	16.000000	144	0	0	0	0	0	0	0	0	0
PTPN1	16.000000	0	0	0	0	0	0	144	0	0	0
PFDN5	16.000000	0	0	0	0	0	0	144	0	0	0
IKZF3	16.000000	0	0	0	0	0	0	0	0	144	0
CCDC189	16.000000	0	0	0	0	0	0	144	0	0	0
BSCL2	16.000000	0	0	0	0	0	0	144	0	0	0
ZNF629	15.888889	0	0	0	0	0	0	143	0	0	0
ZNF597	15.888889	0	0	0	0	0	0	143	0	0	0
ZNF581	15.888889	0	0	0	0	0	0	143	0	0	0
YWHAZ	15.888889	0	0	0	0	0	0	143	0	0	0
TNRC6B	15.888889	0	0	0	0	0	0	143	0	0	0
RPS10-NUDT3	15.888889	0	0	0	0	0	0	143	0	0	0
RPS10	15.888889	0	0	0	0	0	0	143	0	0	0
RHOF	15.888889	0	0	0	0	0	0	143	0	0	0
RAB11FIP1	15.888889	143	0	0	0	0	0	0	0	0	0
POLR2J3	15.888889	0	0	0	0	0	0	143	0	0	0
NAA60	15.888889	0	0	0	0	0	0	143	0	0	0
ERLIN1	15.888889	0	0	0	0	0	0	143	0	0	0
CC2D1A	15.888889	0	0	0	0	0	0	0	0	143	0
C19orf57	15.888889	0	0	0	0	0	0	0	0	143	0
ABCC10	15.888889	0	0	0	0	0	0	143	0	0	0
RPL13A	15.777778	0	0	0	0	0	0	142	0	0	0
ITPA	15.777778	0	0	0	0	0	0	142	0	0	0
GMPS	15.777778	0	0	0	0	0	0	142	0	0	0
EIPR1	15.777778	0	0	0	0	0	0	142	0	0	0
ATAD2	15.777778	0	0	0	0	0	0	142	0	0	0
ARFGAP3	15.777778	0	0	0	0	0	0	0	0	142	0
ZNF774	15.666667	0	0	0	0	0	0	141	0	0	0
ZNF311	15.666667	0	0	0	0	0	0	141	0	0	0
ZC3H8	15.666667	0	0	0	0	0	0	0	0	141	0
UNC80	15.666667	0	0	0	0	0	0	0	0	141	0
TRIM15	15.666667	0	0	0	0	0	0	141	0	0	0
STRAP	15.666667	0	0	0	0	0	0	141	0	0	0
RCAN1	15.666667	0	0	0	0	0	0	141	0	0	0
EHMT1	15.666667	0	0	0	0	0	0	141	0	0	0
DUS1L	15.666667	0	0	0	0	0	0	0	141	0	0
ANKRD13C	15.666667	0	0	0	0	0	0	141	0	0	0
ZNF544	15.555556	0	0	0	0	0	0	140	0	0	0
ZC3H11A	15.555556	0	0	0	0	0	0	140	0	0	0
ZBED6	15.555556	0	0	0	0	0	0	140	0	0	0
STXBP6	15.555556	0	0	0	0	0	0	0	0	140	0
MZT1	15.555556	0	0	0	0	0	0	140	0	0	0
KIAA1191	15.555556	0	0	0	0	0	0	140	0	0	0
ITPRID2	15.555556	0	0	0	0	0	0	0	0	140	0
DTD2	15.555556	0	0	0	0	0	0	0	0	140	0
COG2	15.555556	140	0	0	0	0	0	0	0	0	0
BORA	15.555556	0	0	0	0	0	0	140	0	0	0
TMEM59	15.444444	0	0	0	0	0	0	139	0	0	0
PNKD	15.444444	139	0	0	0	0	0	0	0	0	0
NUP155	15.444444	0	0	0	0	0	0	139	0	0	0
LRRC58	15.444444	0	0	0	0	0	0	139	0	0	0
KATNIP	15.444444	0	0	0	0	0	0	139	0	0	0
H1-2	15.444444	0	0	0	0	0	0	0	0	139	0
GTF3C1	15.444444	0	0	0	0	0	0	139	0	0	0
EIF3B	15.444444	0	0	0	0	0	0	0	0	139	0
C7orf26	15.444444	139	0	0	0	0	0	0	0	0	0
ANAPC7	15.444444	0	0	0	0	0	0	139	0	0	0
AAMP	15.444444	139	0	0	0	0	0	0	0	0	0
AACS	15.444444	0	0	0	0	0	0	139	0	0	0
ZBTB11	15.333333	0	0	0	0	0	0	138	0	0	0
RPAP1	15.333333	0	0	0	0	0	0	138	0	0	0
RAB14	15.333333	0	0	0	0	0	0	138	0	0	0
GSN	15.333333	0	0	0	0	0	0	138	0	0	0
CCDC30	15.333333	0	0	0	0	0	0	138	0	0	0
ZNF202	15.222222	0	0	0	0	0	0	0	0	137	0
ZBTB17	15.222222	0	0	0	0	0	0	137	0	0	0
SEC61A1	15.222222	0	0	0	0	0	0	0	137	0	0
R3HDM2	15.222222	0	0	0	0	0	0	137	0	0	0
KLHDC2	15.222222	137	0	0	0	0	0	0	0	0	0
H3-3B	15.222222	0	0	0	0	0	0	137	0	0	0
DHRS7B	15.222222	0	0	0	0	0	0	137	0	0	0
CTDP1	15.222222	0	0	0	0	0	0	0	137	0	0
URI1	15.111111	136	0	0	0	0	0	0	0	0	0
TUSC2	15.111111	0	0	0	0	0	0	136	0	0	0
SAYSD1	15.111111	0	0	0	0	0	0	0	0	136	0
RPS5	15.111111	0	0	0	0	0	0	136	0	0	0
RAB18	15.111111	0	0	0	0	0	0	136	0	0	0
LUC7L3	15.111111	0	0	0	0	0	0	0	0	136	0
INTS5	15.111111	0	0	0	0	0	0	136	0	0	0
HSPA8	15.111111	136	0	0	0	0	0	0	0	0	0
C8orf76	15.111111	0	0	0	0	0	0	136	0	0	0
C21orf91	15.111111	136	0	0	0	0	0	0	0	0	0
ZZEF1	15.000000	0	0	0	0	0	0	135	0	0	0
TUBGCP6	15.000000	0	0	0	0	0	0	135	0	0	0
TTK	15.000000	0	0	0	0	0	0	135	0	0	0
SNX16	15.000000	0	0	0	0	0	0	135	0	0	0
SLC29A2	15.000000	0	0	0	0	0	0	135	0	0	0
NPL	15.000000	0	0	0	0	0	0	135	0	0	0
NPC1	15.000000	0	0	0	0	0	0	135	0	0	0
NOL3	15.000000	0	0	0	0	0	0	135	0	0	0
NAT10	15.000000	0	0	0	0	0	0	135	0	0	0
CYB5D2	15.000000	0	0	0	0	0	0	135	0	0	0
CDC42EP4	15.000000	0	0	0	0	0	0	135	0	0	0
ADIPOR2	15.000000	0	0	0	0	0	0	135	0	0	0
ZNF227	14.888889	0	0	0	0	0	0	134	0	0	0
USP16	14.888889	0	0	0	0	0	0	134	0	0	0
SPOUT1	14.888889	0	0	0	0	0	0	134	0	0	0
POLA2	14.888889	0	0	0	0	0	0	134	0	0	0
NDUFA12	14.888889	0	0	0	0	0	0	134	0	0	0
METTL23	14.888889	0	0	0	0	0	0	0	0	134	0
JMJD6	14.888889	0	0	0	0	0	0	0	0	134	0
DDX23	14.888889	0	0	0	0	0	0	0	134	0	0
CUL4B	14.888889	0	0	0	0	0	0	134	0	0	0
CTNNBIP1	14.888889	0	0	0	0	0	0	134	0	0	0
CHGA	14.888889	0	0	0	0	0	0	0	0	134	0
CCDC120	14.888889	0	0	0	0	0	0	134	0	0	0
BLCAP	14.888889	0	0	0	0	0	0	134	0	0	0
SMPD3	14.777778	0	0	0	0	0	0	0	133	0	0
RPSA	14.777778	0	0	0	0	0	0	133	0	0	0
RIOK2	14.777778	0	0	0	0	0	0	0	0	133	0
RAC1	14.777778	0	0	0	0	0	0	133	0	0	0
PRELID3B	14.777778	0	0	0	0	0	0	133	0	0	0
